breaker,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
120,closed,open,open,open,open,open,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed
780,closed,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open
305,closed,open,open,open,open,open,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed
205,closed,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open
680,closed,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open
505,closed,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open
405,closed,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open
805,closed,open,open,open,open,open,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed,closed
